,objectid,pulau,pejabat,id_prov,nama_prov,id_kab,nama_kab,jenis_izin,badan_usaha,nama_usaha,kode_wiup,sk_iup,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,komoditas,kode_golongan,kode_jnskom,cnc,generasi,kode_wil,lokasi,geometry,komoditas_mapped,provinsi_norm,kabupaten_norm,kegiatan_norm,lokasi_norm
10,173,SUMATERA,MENTERI,16,SUMATERA SELATAN,"03, 04","MUARA ENIM, LAHAT",IUP,PT,BUKIT ASAM TBK,2116003032014002,159/1/IUP/PMDN/2020,1577811600000.0,1924880400000.0,OPERASI PRODUKSI,7621.0,BATUBARA,3,03,CNC-2,IUP PUSAT,KW 01.SS.2010,TAMBANG AIR LAYA,"[[[11548110.811192377, -409379.92646969855], [11555083.740419716, -409379.92646969855], [11555083.740419716, -420374.3002303598], [11548110.811192377, -420374.3002303598], [11548110.811192377, -409379.92646969855]]]",Coal,Sumatera Selatan,"Muara Enim, Lahat",Operasi Produksi,Tambang Air Laya
11,186,SUMATERA,BUPATI,16,SUMATERA SELATAN,13,KAB. MUSI RAWAS UTARA,IUP,PT,GORBY ENERGY,3116053032014005,001/KPTS/DISTAMBEN/2009,1243814400000.0,1874880000000.0,OPERASI PRODUKSI,4988.19,BATUBARA,3,03,CNC-1,None,None,"DESA BERINGIN MAKMUR II, KETAPAT AIR BENING, DAN TANJUNG RAJA, KEC. RAWAS ILIR, KAB. MUSI RAWAS","[[[11487336.553684883, -281513.21506395243], [11491480.11248412, -281513.21506395243], [11491480.11248412, -286806.13963271683], [11487707.618617088, -286806.13963271683], [11487707.618617088, -287703.78952885437], [11480975.881656911, -287703.78952885437], [11480975.881656911, -285840.3983933503], [11482163.289595813, -285840.3983933503], [11482163.289595813, -284320.60737101006], [11483564.059817856, -284320.60737101006], [11483564.059817856, -282194.16517115146], [11487336.553684883, -282194.16517115146], [11487336.553684883, -281513.21506395243]]]",Coal,Sumatera Selatan,Kabupaten Musi Rawas Utara,Operasi Produksi,"Desa Beringin Makmur Ii, Ketapat Air Bening, dan Tanjung Raja, Kecamatan Rawas Ilir, Kabupaten Musi Rawas"
12,192,KALIMANTAN,GUBERNUR,64,KALIMANTAN TIMUR,03,BERAU,IUP,PT,SUNGAI BERLIAN BHAKTI,3364033032014005,503/1299/IUP-OP/DPMPTSP/VIII/2018,1533574800000.0,1849194000000.0,OPERASI PRODUKSI,1000.0,BATUBARA,3,03,CNC-1,,KT.381 BB 2018,"KAMPUNG TELUK BAYUR, KEC. TELUK BAYUR, KAB. BERAU","[[[13066125.231860485, 230110.22117651143], [13066125.231860485, 226748.66680605925], [13064201.853698557, 226748.66680605925], [13064201.853698557, 226780.8584740904], [13064201.853698557, 231966.689125899], [13065197.606543705, 231966.689125899], [13066125.231860485, 231966.689125899], [13066125.231860485, 230110.22117651143]]]",Coal,Kalimantan Timur,Berau,Operasi Produksi,"Kampung Teluk Bayur, Kecamatan Teluk Bayur, Kabupaten Berau"
13,200,SUMATERA,GUBERNUR,14,RIAU,02,KAB. INDRAGIRI HULU,IUP,PT,ERA PERKASA MINING,3114023032014002,KPTS.80/DPMPTSP/2020,1291914000000.0,1911402000000.0,OPERASI PRODUKSI,1350.0,BATUBARA,3,03,CNC-23,,,"DESA TALANG PRING, KEC RAKIT KULIM","[[[11355051.929232039, -74183.75667609906], [11355051.929232039, -70976.8797658939], [11359279.286894916, -70976.8797658939], [11359279.286894916, -74183.75667609906], [11355051.929232039, -74183.75667609906]]]",Coal,Riau,Kabupaten Indragiri Hulu,Operasi Produksi,"Desa Talang Pring, Kecamatan Rakit Kulim"
14,214,SUMATERA,GUBERNUR,19,KEPULAUAN BANGKA BELITUNG,02,BELITUNG,IUP,PT,BABEL INTI PERKASA,3119022112014049,188.4/420/ESDM/DPMPTSP/2019,1546794000000.0,1830790800000.0,OPERASI PRODUKSI,92.1,TIMAH,2,11,CNC-1,,,"DESA BANTAN, KEC. MEMBALANG, KAB. BELITUNG, KEPULAUAN BANGKA BELITUNG","[[[11989906.539948113, -318908.4038365786], [11990954.056356478, -318905.8402871839], [11990956.505385276, -319956.45402183867], [11990251.185091613, -319958.1259156509], [11990249.96057721, -319453.54935856705], [11989907.764462516, -319454.3295726016], [11989906.539948113, -318908.4038365786]]]",Tin,Kepulauan Bangka Belitung,Belitung,Operasi Produksi,"Desa Bantan, Kecamatan Membalang, Kabupaten Belitung, Kepulauan Bangka Belitung"
15,232,SUMATERA,GUBERNUR,13,SUMATERA BARAT,73,KOTA SAWAHLUNTO,IUP,CV,TAHITI COAL,3113733032014001,544-163-2018,1532970000000.0,1861635600000.0,OPERASI PRODUKSI,53.8,BATUBARA,3,03,CNC-1,,05.77.PE,DESA SIJANTANG KOTO KEC. TALAWI KAB SAWAHLUNTO,"[[[11215785.012580812, -69885.32560940558], [11215785.013137404, -69875.31605061523], [11215785.012358168, -69730.69357542408], [11215707.756631557, -69730.69357542408], [11215707.756631557, -69514.16426622933], [11215778.889786178, -69514.16426622933], [11215778.889786178, -69421.42963030662], [11216026.241694717, -69421.42963030662], [11216026.241694717, -69266.7977190043], [11216582.839148689, -69266.7977190043], [11216582.839148689, -69823.42826042755], [11216489.998693362, -69823.42826042755], [11216489.998693362, -69854.37693409491], [11216489.99501982, -69854.37838133189], [11216428.184315959, -69854.37916062018], [11216428.216375975, -69879.091343746], [11216428.216375975, -70157.43099805035], [11216428.203240275, -70157.4321113129], [11216165.39105821, -70157.45092544932], [11216165.39105821, -69891.54863119456], [11216165.347643606, -69891.56844725307], [11215785.012692131, -69891.52592065456], [11215785.012580812, -69885.32560940558]]]",Coal,Sumatera Barat,Kota Sawahlunto,Operasi Produksi,Desa Sijantang Koto Kecamatan Talawi Kabupaten Sawahlunto
16,241,SUMATERA,MENTERI,15,JAMBI,06,KAB. TANJUNG JABUNG BARAT,IUP,PT,SEMBILAN SETIA MITRA,3115063032014020,81202038509870004,1744329600000.0,1969920000000.0,OPERASI PRODUKSI,198.0,BATUBARA,3,03,CNC-1,None,None,DESA LUBUK BERNAI RT000 RW000 KELURAHAN LUBUK BERNAI KECAMATAN BATANG ASAM,"[[[11460288.081918294, -129245.51637131484], [11460850.86383789, -129245.51637131484], [11460850.86383789, -129529.43948365176], [11461161.012295708, -129529.43948365176], [11461161.012295708, -129746.5573309247], [11460850.55459235, -129746.5573309247], [11460850.55459235, -129878.31264193154], [11460938.064068574, -129878.31264193154], [11460938.064068574, -129992.74810789099], [11461092.674484821, -129992.74810789099], [11461092.674484821, -130287.18754821879], [11461003.92813773, -130287.18754821879], [11461003.92813773, -130721.73375595962], [11461109.68165399, -130721.73375595962], [11461109.68165399, -131018.02963817886], [11461252.850875609, -131018.02963817886], [11461252.850875609, -131335.04797656613], [11461407.152046317, -131335.04797656613], [11461407.152046317, -131664.43820590567], [11461612.165478969, -131664.43820590567], [11461612.165478969, -132480.6468131503], [11461931.899769448, -132480.6468131503], [11461931.899769448, -133291.9090257343], [11462108.774083855, -133291.9090257343], [11462108.774083855, -134015.9539013146], [11461776.98010766, -134015.9539013146], [11461776.98010766, -133441.29536487305], [11461558.051849974, -133441.29536487305], [11461558.051849974, -132578.3817081203], [11461419.830111802, -132578.3817081203], [11461419.830111802, -132275.28002145773], [11461259.962966561, -132275.28002145773], [11461259.962966561, -131907.22829531194], [11461374.993069936, -131907.22829531194], [11461374.993069936, -131478.8662072874], [11460967.749303225, -131478.8662072874], [11460967.749303225, -131165.86842999628], [11460732.123010607, -131165.86842999628], [11460732.123010607, -130731.63091265853], [11460460.008749256, -130731.63091265853], [11460460.008749256, -130478.94459464627], [11460031.737955248, -130478.94459464627], [11460031.737955248, -130291.51755515687], [11460705.220874542, -130291.51755515687], [11460705.220874542, -129944.19037388037], [11460373.736143887, -129944.19037388037], [11460373.736143887, -129500.05743795613], [11460288.081918294, -129500.05743795613], [11460288.081918294, -129245.51637131484]]]",Coal,Jambi,Kabupaten Tanjung Jabung Barat,Operasi Produksi,Desa Lubuk Bernai Rt000 Rw000 Kelurahan Urahan Lubuk Bernai Kecamatan Amatan Batang Asam
17,242,SUMATERA,GUBERNUR,15,JAMBI,04,KAB. BATANG HARI,IUP,PT,BUMI MAKMUR SEJATI,3115043032014020,373/KEP.KA.BPMD-PPT-4/IUP/XII/2016,1481155200000.0,2112220800000.0,OPERASI PRODUKSI,1380.0,BATUBARA,3,03,CNC-2,None,None,DESA PADANG KELAPO DAN HAJRAN KECAMATAN MARO SEBO ULU DAN BATIN XXIV KABUPATEN BATANG HARI,"[[[11441417.263732655, -198687.9427924897], [11445675.234255498, -198687.9427924897], [11445675.234255498, -199114.874981106], [11447747.013655119, -199114.874981106], [11447747.013655119, -198242.44924485797], [11449024.095566427, -198242.44924485797], [11449024.095566427, -201954.92518692964], [11447298.643459128, -201954.92518692964], [11447298.643459128, -201333.08076271566], [11446967.777219566, -201209.33075058906], [11446967.777219566, -200779.30040329086], [11446664.7408527, -200779.30040329086], [11446664.7408527, -200593.67614388937], [11446426.640818354, -200593.67614388937], [11446426.640818354, -200315.23996182755], [11446098.866811607, -200315.23996182755], [11446098.866811607, -200206.95924082398], [11445415.488814091, -200206.95924082398], [11445415.488814091, -199943.99223837303], [11441417.263732655, -199943.99223837303], [11441417.263732655, -198687.9427924897]]]",Coal,Jambi,Kabupaten Batang Hari,Operasi Produksi,Desa Padang Kelurahan Apo dan Hajran Kecamatan Amatan Maro Sebo Ulu dan Batin Xxiv Kabupaten Upaten Batang Hari
18,252,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,"02, 08","KUTAI KARTANEGARA, KUTAI TIMUR",PKP2B,PT,INDOMINCO MANDIRI,1300003032014176,503.K/30/DJB/2016,891363600000.0,1854205200000.0,OPERASI PRODUKSI,24121.0,BATUBARA,3,03,-,GEN I,96PP0395,KUTAI TIMUR,"[[[13054065.657464376, 24119.317596706278], [13054065.657464376, 23191.574578896474], [13054993.282781156, 23191.574578896474], [13054993.282781156, 21336.312635906652], [13057158.754118882, 21336.312635906652], [13057158.75612264, 21336.275566307955], [13057158.446877087, 20175.45448114801], [13057545.591353143, 20175.45448114801], [13057545.591353143, 19393.74054255879], [13057932.735829186, 19393.74054255879], [13057932.735829186, 18612.02678396985], [13058319.880193926, 18612.02678396985], [13058319.880193926, 17830.31341627781], [13058707.02466997, 17830.31341627781], [13058707.02466997, 17048.90956306196], [13059179.823260298, 17048.90956306196], [13059179.823260298, 16704.43631543745], [13059831.66077253, 16704.43631543745], [13059831.66077253, 20408.57103113499], [13060126.335821124, 20408.57103113499], [13065197.606543705, 20408.57103113499], [13065197.606543705, 19480.941178166573], [13067980.593813535, 19480.941178166573], [13067980.593813535, 17934.81811595368], [13067485.778676955, 17934.81811595368], [13067485.778676955, 16419.64302842177], [13066991.07485988, 16419.64302842177], [13066991.07485988, 13884.00049561331], [13066496.259723298, 13884.00049561331], [13066496.259723298, 12894.479360648405], [13065506.740769643, 12894.479360648405], [13065506.740769643, 11379.30702468744], [13064981.090134114, 11379.30702468744], [13064981.090134114, 10358.951089416021], [13064486.386317028, 10358.951089416021], [13064486.386317028, 9369.430951366812], [13063991.571180446, 9369.430951366812], [13063991.571180446, 8348.96419378152], [13060497.363683937, 8348.96419378152], [13060497.363683937, 12090.528455513248], [13060992.178820519, 12090.528455513248], [13060992.178820519, 13605.701122399614], [13060126.335821124, 13605.701122399614], [13060126.335821124, 14525.969234946857], [13059631.594934657, 14525.969234946857], [13059631.594934657, 15137.300462087562], [13058879.260635154, 15137.300462087562], [13058879.260635154, 13605.725835380674], [13058879.247054182, 13605.701122399614], [13058085.515596414, 13605.701122399614], [13058085.515596414, 6833.7935278248415], [13057590.700459832, 6833.7935278248415], [13057590.700459832, 4329.104009853201], [13051777.374011636, 4329.104009853201], [13051777.374011636, 3834.2887718326797], [13048190.43737929, 3834.2887718326797], [13048190.43737929, 9276.590396862677], [13049396.36142306, 9276.590396862677], [13049396.36142306, 16821.619074569648], [13049798.336104311, 16821.619074569648], [13049798.336104311, 24119.317596706278], [13054065.657464376, 24119.317596706278]]]",Coal,Kalimantan Timur,"Kutai Kartanegara, Kutai Timur",Operasi Produksi,Kutai Timur
19,262,KALIMANTAN,GUBERNUR,61,KALIMANTAN BARAT,04,KETAPANG,IUP,PT,CITA MINERAL INVESTINDO TBK,3361042172014060,503/108/MINERBA/DPMPTSP.C/2017,1501693200000.0,1874250000000.0,OPERASI PRODUKSI,7833.0,BAUKSIT,2,17,CNC-4,,,MARAU AIR UPAS,"[[[12334235.892312605, -262116.7700656932], [12331261.96985217, -262114.9094601312], [12331261.96985217, -259167.40389656002], [12330550.74962549, -259167.40389656002], [12330550.74962549, -256103.62007578558], [12329499.448354434, -256103.62007578558], [12329499.448354434, -253875.45079741982], [12326685.514266167, -253875.45079741982], [12326685.514266167, -250935.54018383342], [12329530.395172881, -250935.54018383342], [12329530.395172881, -252947.0932222063], [12334323.255848981, -252947.0932222063], [12334323.255848981, -249109.72313266373], [12337198.972254649, -249109.72313266373], [12337198.972254649, -254122.9988701835], [12337724.734209659, -254122.9988701835], [12337724.734209659, -256877.24774135783], [12331694.89135186, -256877.24774135783], [12331694.89135186, -257341.4929990923], [12334694.283711797, -257341.4929990923], [12334694.283711797, -258053.29381078694], [12336766.162074443, -258053.29381078694], [12336766.162074443, -259445.9326515769], [12338188.491208306, -259445.9326515769], [12338188.491208306, -260776.63846556254], [12336611.539301729, -260776.63846556254], [12336611.539301729, -262126.07309383553], [12334235.892312605, -262116.7700656932]]]",Bauxite,Kalimantan Barat,Ketapang,Operasi Produksi,Marau Air Upas
20,264,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,01,KAB. BANGKA,IUP,PT,TIMAH TBK,3119012112014161,81201098819560122,1747872000000.0,2068502400000.0,OPERASI PRODUKSI,837.6,TIMAH,2,11,CNC-14,None,None,SUNGAI LIAT,"[[[11802929.783825539, -188997.1262762118], [11802559.028138882, -188997.1262762118], [11802559.028138882, -189992.32866787954], [11802700.651244093, -189992.32866787954], [11802700.651244093, -191427.13589044948], [11802064.584030164, -191427.13589044948], [11802064.584030164, -190752.11326051122], [11802231.563266357, -190752.11326051122], [11802231.563266357, -190207.0232579103], [11802070.768495794, -190207.0232579103], [11802070.768495794, -188799.13813481788], [11801563.027830508, -188799.13813481788], [11801563.027830508, -189270.59759990266], [11801265.248192634, -189270.59759990266], [11801265.248192634, -189831.77188470287], [11801472.42623278, -189831.77188470287], [11801472.42623278, -190588.4624047666], [11801067.037716707, -190588.4624047666], [11801067.037716707, -191849.72225336367], [11800550.948200922, -191849.72225336367], [11800550.948200922, -192834.72897652286], [11799656.372416442, -192834.72897652286], [11799656.372416442, -191906.9538923352], [11800050.010492353, -191906.9538923352], [11800050.010492353, -190570.21021980926], [11799228.101511115, -190570.21021980926], [11799228.101511115, -189880.3410487125], [11799634.108518288, -189880.3410487125], [11799634.108518288, -189430.53519931398], [11800197.199572107, -189430.53519931398], [11800197.199572107, -188989.08291880498], [11800652.990993273, -188989.08291880498], [11800652.990993273, -188388.62274086717], [11801219.174391225, -188388.62274086717], [11801219.174391225, -187926.75519660203], [11801541.382423434, -187926.75519660203], [11801541.382423434, -187634.4148802128], [11802263.103751639, -187634.4148802128], [11802263.103751639, -188054.5188414359], [11802672.512125848, -188054.5188414359], [11802672.512125848, -188491.6382140492], [11802929.783825539, -188491.6382140492], [11802929.783825539, -188997.1262762118]]]",Tin,Kepulauan Bangka Belitung,Kabupaten Bangka,Operasi Produksi,Sungai Liat
21,265,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,02,KAB. BELITUNG,IUP,PT,TIMAH TBK,2119002112014176,81201098819560156,1727654400000.0,2068502400000.0,OPERASI PRODUKSI,5954.0,TIMAH,2,11,CNC-1,None,None,TANJUNG PANDAN,"[[[11989133.896075444, -308759.9956539653], [11990936.653446523, -308759.9956539653], [11990936.653446523, -309769.2406879256], [11993339.299085706, -309769.2406879256], [11993339.299085706, -310626.7955862376], [11994137.08880683, -310626.7955862376], [11994137.08880683, -311484.35598403466], [11994888.495369688, -311484.35598403466], [11994888.495369688, -310778.4935834053], [11996827.309760127, -310778.4935834053], [11996827.309760127, -310922.7615997982], [11996847.71840765, -310922.7615997982], [11996847.71840765, -311046.90657726757], [11996874.929789254, -311046.90657726757], [11996874.929789254, -311522.43555046], [11996891.936958421, -311522.43555046], [11996891.936958421, -311585.28228989744], [11996900.904300004, -311585.28228989744], [11996900.904300004, -311617.47954053874], [11996985.940034505, -311617.47954053874], [11996985.940034505, -311652.77283552586], [11997142.715058254, -311652.77283552586], [11997142.715058254, -312391.45674487285], [11996641.777349684, -312391.45674487285], [11996641.777349684, -315515.2753461176], [11998141.498242572, -315515.2753461176], [11998141.498242572, -314862.02262875665], [11999233.04763212, -314862.02262875665], [11999233.04763212, -318088.07065493416], [11999941.163380843, -318088.07065493416], [11999941.163380843, -318592.72852802824], [12000643.09455261, -318592.72852802824], [12000643.09455261, -318719.0480676995], [12000230.594056902, -318719.0480676995], [12000230.594056902, -319238.8792225013], [12000643.09455261, -319238.8792225013], [12000643.09455261, -319701.12510815746], [12000241.107514892, -319701.12510815746], [12000241.107514892, -320407.0364420973], [11998085.220006092, -320407.0364420973], [11998085.220006092, -319649.11082348507], [11998009.770215577, -319649.11082348507], [11998009.770215577, -319480.37389988423], [11998000.49351713, -319480.37389988423], [11998000.49351713, -319129.2779968901], [11998137.169138897, -319129.2779968901], [11998137.169138897, -318385.9114016632], [11998171.492611453, -318385.9114016632], [11998171.492611453, -318239.46776321187], [11998156.650049785, -318239.46776321187], [11998156.650049785, -317859.58205056365], [11998171.183477225, -317859.58205056365], [11998171.183477225, -317762.6758096998], [11998160.979153464, -317762.6758096998], [11998160.979153464, -317730.1672889926], [11998134.076906081, -317730.1672889926], [11998134.076906081, -317697.9684057882], [11998107.79314979, -317697.9684057882], [11998107.79314979, -317639.45317086595], [11998112.122253468, -317639.45317086595], [11998112.122253468, -317578.7707827829], [11998076.252664508, -317578.7707827829], [11998076.252664508, -317543.47587165347], [11998052.751895487, -317543.47587165347], [11998052.751895487, -317473.19570724876], [11998005.4411119, -317473.19570724876], [11998005.4411119, -317436.66253358475], [11997980.703360694, -317436.66253358475], [11997980.703360694, -317401.6772901096], [11997953.182733541, -317401.6772901096], [11997953.182733541, -317369.7881178593], [11997924.42523553, -317369.7881178593], [11997924.42523553, -317339.7565009663], [11997897.2137426, -317339.7565009663], [11997897.2137426, -317304.7712839114], [11997865.98250286, -317304.7712839114], [11997865.98250286, -317229.53764601215], [11997679.522355782, -317229.53764601215], [11997679.522355782, -317212.19992109254], [11997649.527875584, -317212.19992109254], [11997649.527875584, -317176.5954828172], [11997603.144828636, -317176.5954828172], [11997603.144828636, -317143.7775942068], [11997575.624201484, -317143.7775942068], [11997575.624201484, -316047.78703998565], [11990030.636467425, -316047.78703998565], [11990030.636467425, -318078.7825294916], [11988428.872670861, -318078.7825294916], [11988428.872670861, -315629.82702657714], [11989603.911678502, -315629.82702657714], [11989603.911678502, -313725.80411299213], [11988438.149257991, -313725.80411299213], [11988438.149257991, -311883.727172001], [11989133.896075444, -311883.727172001], [11989133.896075444, -308759.9956539653]]]",Tin,Kepulauan Bangka Belitung,Kabupaten Belitung,Operasi Produksi,Tanjung Pandan
22,266,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,"71,04","KOTA PANGKAL PINANG,KAB. BANGKA TENGAH",IUP,PT,TIMAH TBK,2119002112014023,81201098819560102,1745280000000.0,2068502400000.0,OPERASI PRODUKSI,4382.0,TIMAH,2,11,CNC-1,None,None,PANGKALAN BARU,"[[[11822717.441805132, -246043.0607447377], [11822726.71839226, -246043.0607447377], [11822726.71839226, -246179.21928929648], [11822751.456032142, -246179.21928929648], [11822751.456032142, -246485.57622967687], [11822726.71839226, -246485.57622967687], [11822726.71839226, -246566.0336774161], [11822705.072985193, -246566.0336774161], [11822705.072985193, -247045.68474649725], [11822742.179445013, -247045.68474649725], [11822742.179445013, -247444.87940728778], [11822899.882094078, -247444.87940728778], [11822899.882094078, -247921.43857930973], [11823119.428842848, -247921.43857930973], [11823119.428842848, -248165.90771994737], [11823246.209386399, -248165.90771994737], [11823246.209386399, -248212.32599889892], [11823286.408079041, -248212.32599889892], [11823286.408079041, -248336.10802893882], [11823391.543104207, -248336.10802893882], [11823391.543104207, -248385.62082256543], [11823434.834029658, -248385.62082256543], [11823434.834029658, -248484.64656611302], [11823505.954827813, -248484.64656611302], [11823505.954827813, -249069.51851261014], [11823555.430218896, -249069.51851261014], [11823555.430218896, -249239.71976136038], [11821876.36115855, -249239.71976136038], [11821876.36115855, -249546.0824116544], [11819136.66481418, -249546.0824116544], [11819136.66481418, -248865.27731494326], [11819473.715519372, -248865.27731494326], [11819473.715519372, -248416.56638188253], [11819087.189534409, -248416.56638188253], [11819087.189534409, -248066.8821689355], [11818743.954363585, -248066.8821689355], [11818743.954363585, -247646.02427147253], [11818150.250449792, -247646.02427147253], [11818150.250449792, -246946.6599816005], [11816764.941280508, -246946.6599816005], [11816764.941280508, -246290.62174735634], [11815537.334648965, -246290.62174735634], [11815537.334648965, -245521.63683888462], [11815335.722694675, -245521.63683888462], [11815335.722694675, -245466.5546970176], [11815253.77919299, -245466.5546970176], [11815253.77919299, -245378.98042889262], [11815122.66954576, -245378.98042889262], [11815122.66954576, -245196.09584737907], [11814848.081431363, -245196.09584737907], [11814848.081431363, -245034.8727372192], [11814603.178551622, -245034.8727372192], [11814603.178551622, -244842.39563795654], [11814303.543551795, -244842.39563795654], [11814303.543551795, -244738.11148032622], [11814157.282208677, -244738.11148032622], [11814157.282208677, -244347.27843652345], [11816100.116457243, -244347.27843652345], [11816100.116457243, -242360.6357210559], [11814776.651387667, -242360.6357210559], [11814776.651387667, -243406.55997298774], [11814000.197939383, -243406.55997298774], [11814000.197939383, -243246.5764758994], [11813879.91110701, -243246.5764758994], [11813879.91110701, -242772.19679757004], [11814275.713679098, -242772.19679757004], [11814275.713679098, -241522.04434104072], [11814949.815089485, -241522.04434104072], [11814949.815089485, -240175.04632831053], [11814868.180833345, -240175.04632831053], [11814868.180833345, -240138.2230262111], [11813644.903305478, -240138.2230262111], [11813644.903305478, -240575.15284480722], [11813428.448678205, -240575.15284480722], [11813428.448678205, -240974.33190870954], [11813045.014926063, -240974.33190870954], [11813045.014926063, -241909.46686355496], [11812852.988804441, -241909.46686355496], [11812852.988804441, -241802.09007918896], [11812768.262315486, -241802.09007918896], [11812768.262315486, -241535.35043240324], [11812386.374568427, -241535.35043240324], [11812386.374568427, -241088.825338035], [11812599.736962887, -241088.825338035], [11812599.736962887, -240058.3874879144], [11813014.09282055, -240058.3874879144], [11813014.09282055, -239742.75916749903], [11814161.302066809, -239742.75916749903], [11814161.302066809, -237372.47076274513], [11814804.481260365, -237372.47076274513], [11814804.481260365, -238056.32344454154], [11815589.90216155, -238056.32344454154], [11815589.90216155, -236639.1114655767], [11815203.376176586, -236639.1114655767], [11815203.376176586, -236178.05592054446], [11814943.630623853, -236178.05592054446], [11814943.630623853, -235286.89167391876], [11814121.103374168, -235286.89167391876], [11814121.103374168, -235673.68112182943], [11813712.931870818, -235673.68112182943], [11813712.931870818, -235887.18931886822], [11813239.824034946, -235887.18931886822], [11813239.824034946, -235398.28695330664], [11813549.044867449, -235398.28695330664], [11813549.044867449, -234918.66885006288], [11813861.357821435, -234918.66885006288], [11813861.357821435, -234417.3920451902], [11814906.524164034, -234417.3920451902], [11814906.524164034, -235095.04444120085], [11815577.533341605, -235095.04444120085], [11815577.533341605, -236060.4714360589], [11815964.05932657, -236060.4714360589], [11815964.05932657, -236317.3007499398], [11816375.323062735, -236317.3007499398], [11816375.323062735, -237189.9042097264], [11816168.145022582, -237189.9042097264], [11816168.145022582, -239393.09313041603], [11814968.368375061, -239393.09313041603], [11814968.368375061, -240073.8594936999], [11815049.693385659, -240073.8594936999], [11815049.693385659, -242258.8286384442], [11817614.680023123, -242258.8286384442], [11817614.680023123, -241965.78548180778], [11818291.25517524, -241965.78548180778], [11818291.25517524, -241154.73647841625], [11818667.886081984, -241154.73647841625], [11818667.886081984, -240639.20710218992], [11817996.876904404, -240639.20710218992], [11817996.876904404, -238775.76412322512], [11818402.265420483, -238775.76412322512], [11818402.265420483, -238752.2468857506], [11818536.776434755, -238752.2468857506], [11818536.776434755, -238629.09087639063], [11818625.522781847, -238629.09087639063], [11818625.522781847, -238548.32777242368], [11818666.958456669, -238548.32777242368], [11818666.958456669, -238492.3196405471], [11818732.513280278, -238492.3196405471], [11818732.513280278, -238361.7372990808], [11818811.982928922, -238361.7372990808], [11818811.982928922, -237584.4338794153], [11819482.992106495, -237584.4338794153], [11819482.992106495, -237669.52863749268], [11819470.623286556, -237669.52863749268], [11819470.623286556, -237777.8310775129], [11819430.424593916, -237777.8310775129], [11819430.424593916, -238084.17270619195], [11818938.763472473, -238084.17270619195], [11818938.763472473, -238579.27139925986], [11818691.386851003, -238579.27139925986], [11818691.386851003, -238876.3313714573], [11818078.511271868, -238876.3313714573], [11818078.511271868, -240516.35907858683], [11818781.679314503, -240516.35907858683], [11818781.679314503, -241274.4905206215], [11818394.534838445, -241274.4905206215], [11818394.534838445, -242072.8530137551], [11817711.156952254, -242072.8530137551], [11817711.156952254, -242688.6467128584], [11817389.567299813, -242688.6467128584], [11817389.567299813, -245383.93168562144], [11818400.719304077, -245383.93168562144], [11818400.719304077, -246293.71617450062], [11819343.842743007, -246293.71617450062], [11819343.842743007, -245650.0586380542], [11820126.171411376, -245650.0586380542], [11820126.171411376, -244495.81349798595], [11819492.268804943, -244495.81349798595], [11819492.268804943, -242834.0858255597], [11821400.16108987, -242834.0858255597], [11821400.16108987, -242855.7469239135], [11821641.353357026, -242855.7469239135], [11821641.353357026, -243121.86983864062], [11821904.19103125, -243121.86983864062], [11821904.19103125, -243307.53726745912], [11821996.957347795, -243307.53726745912], [11821996.957347795, -243536.52727247908], [11822015.510522045, -243536.52727247908], [11822015.510522045, -243808.84025480654], [11822099.00014014, -243808.84025480654], [11822099.00014014, -243997.6028312506], [11822231.96514932, -243997.6028312506], [11822231.96514932, -244204.93250666297], [11822395.852152696, -244204.93250666297], [11822395.852152696, -244700.04928467423], [11822528.817050554, -244700.04928467423], [11822528.817050554, -244860.9624850876], [11822500.987177856, -244860.9624850876], [11822500.987177856, -245232.30142313376], [11822621.583367094, -245232.30142313376], [11822621.583367094, -245337.51420268576], [11822698.888519563, -245337.51420268576], [11822698.888519563, -245845.0123653833], [11822717.441805132, -245845.0123653833], [11822717.441805132, -246043.0607447377]]]",Tin,Kepulauan Bangka Belitung,"Kota Pangkal Pinang, Kabupaten Bangka Tengah",Operasi Produksi,Pangkalan Baru
