nama_usaha,badan_usaha,jenis_izin,sk_iup,kode_wiup,nama_prov,nama_kab,tgl_berlaku,tgl_akhir,kegiatan,luas_sk,cnc,generasi,lokasi,komoditas_mapped,geometry
MEGA CITRA LESTARI,CV,IUP,26092200607130001,2232175122023001,Jawa Barat,KAB. BANDUNG BARAT,2023-12-19,2026-12-19,EKSPLORASI,5.2,CNC,-,KAB. BANDUNG BARAT,Non-Metallic Mineral,"[[[11969406.10326897, -774357.3737810235], [11969406.10326897, -774351.6733219731], [11969399.826185526, -774351.6733219731], [11969399.826185526, -774345.8170998443], [11969392.714094575, -774345.8170998443], [11969392.714094575, -774328.9336179872], [11969399.949861476, -774328.9336179872], [11969399.949861476, -774319.2148191998], [11969406.227056244, -774319.2148191998], [11969406.227056244, -774309.122144718], [11969418.193901505, -774309.122144718], [11969418.193901505, -774277.8784888384], [11969411.39094478, -774277.8784888384], [11969411.39094478, -774268.8448793138], [11969427.161243087, -774268.8448793138], [11969427.161243087, -774262.147610984], [11969439.004412394, -774262.147610984], [11969439.004412394, -774277.4423734582], [11969455.331308145, -774277.4423734582], [11969455.331308145, -774286.6939861091], [11969503.755286645, -774286.6939861091], [11969503.755286645, -774271.1811072218], [11969509.939640952, -774271.1811072218], [11969509.939640952, -774278.1276655839], [11969519.494638124, -774278.1276655839], [11969519.494638124, -774283.8281166938], [11969527.967275888, -774283.8281166938], [11969527.967275888, -774287.9711573464], [11969535.512177018, -774287.9711573464], [11969535.512177018, -774293.9519614738], [11969545.994799508, -774293.9519614738], [11969545.994799508, -774298.5310063321], [11969555.79714859, -774298.5310063321], [11969555.79714859, -774302.8298117188], [11969565.444763577, -774302.8298117188], [11969565.444763577, -774307.0039168722], [11969575.308894977, -774307.0039168722], [11969575.308894977, -774313.1716619096], [11969590.862788191, -774313.1716619096], [11969590.862788191, -774318.3737629208], [11969604.592154948, -774318.3737629208], [11969604.592154948, -774349.9289701958], [11969613.188468667, -774349.9289701958], [11969613.188468667, -774357.0623656895], [11969618.630767249, -774357.0623656895], [11969618.630767249, -774363.198941399], [11969625.371830333, -774363.198941399], [11969625.371830333, -774368.5878741463], [11969633.411546601, -774368.5878741463], [11969633.411546601, -774373.2292758451], [11969640.678260315, -774373.2292758451], [11969640.678260315, -774380.7053772904], [11969652.335860033, -774380.7053772904], [11969652.335860033, -774419.6432031583], [11969660.035495251, -774419.6432031583], [11969660.035495251, -774426.122489236], [11969664.828355933, -774426.122489236], [11969664.828355933, -774439.174477311], [11969671.383849425, -774439.174477311], [11969671.383849425, -774450.855879846], [11969679.14526696, -774450.855879846], [11969679.14526696, -774456.867877669], [11969685.11321618, -774456.867877669], [11969685.11321618, -774471.1658737658], [11969680.227515051, -774471.1658737658], [11969680.227515051, -774485.619637854], [11969668.198887473, -774485.619637854], [11969668.198887473, -774498.2355234371], [11969654.314897941, -774498.2355234371], [11969654.314897941, -774513.4991790504], [11969639.348549, -774513.4991790504], [11969639.348549, -774491.4135249865], [11969623.021764567, -774491.4135249865], [11969623.021764567, -774479.0157556238], [11969611.79697503, -774479.0157556238], [11969611.79697503, -774518.5765987138], [11969596.645167816, -774518.5765987138], [11969596.645167816, -774535.4913165083], [11969581.709765695, -774535.4913165083], [11969581.709765695, -774543.9330897944], [11969571.721958345, -774543.9330897944], [11969571.721958345, -774594.583533586], [11969616.837298935, -774594.583533586], [11969616.837298935, -774605.2057945563], [11969566.248824261, -774605.2057945563], [11969566.248824261, -774588.10422683], [11969553.168784093, -774588.10422683], [11969553.168784093, -774551.7518071887], [11969539.346576877, -774551.7518071887], [11969539.346576877, -774524.588716387], [11969516.866162313, -774524.588716387], [11969516.866162313, -774514.6516546991], [11969495.128026104, -774514.6516546991], [11969495.128026104, -774502.7211723739], [11969444.23019457, -774502.7211723739], [11969444.23019457, -774515.3681251752], [11969421.7189445, -774515.3681251752], [11969421.7189445, -774357.3737810235], [11969406.10326897, -774357.3737810235]]]"
MEGA CITRA UTAMA,PT,IUP,503/05/IUP-OP.P/DPMPTSP-C.II/2019,3361032172014069,Kalimantan Barat,KAB. SANGGAU,2009-12-21,2028-12-21,OPERASI PRODUKSI,10000.0,CNC-1,-,KAB. SANGGAU,Bauxite,"[[[12285783.950361447, -15578.844268571715], [12285783.950361447, -28495.992012150266], [12278021.530948943, -28495.992012150266], [12278021.530948943, -15578.844268571715], [12285783.950361447, -15578.844268571715]]]"
MEGA GELORA MANDIRI,PT,IUP,94/I.03/PTSP/2020,2473154052018202,Sulawesi Selatan,KAB. PINRANG,2020-11-11,2025-11-11,OPERASI PRODUKSI,187.0,CNC,-,KAB. PINRANG,Non-Metallic Mineral,"[[[13327036.472872851, -414495.81367178576], [13327528.133882973, -414495.81367178576], [13327528.133882973, -414818.0831776051], [13328029.071591545, -414818.0831776051], [13328029.071591545, -415140.3537409671], [13328530.009300115, -415140.3537409671], [13328530.009300115, -416080.5221736261], [13327036.472872851, -416080.5221736261], [13327036.472872851, -414495.81367178576]]]"
MEGA HALTIM MINERAL,PT,IUP,380.2/KPTS/MU/2016,2682002122014005,MALUKU UTARA,"HALMAHERA TENGAH, HALMAHERA TIMUR",2016-11-09,2030-11-09,OPERASI PRODUKSI,13510.0,CNC-24,-,,Nickel,"[[[14235792.517472647, 79007.91213224072], [14235792.517472647, 75237.95032282648], [14234847.847917309, 75237.95032282648], [14234847.847917309, 74951.02303973636], [14234847.847917309, 69694.17860145794], [14234847.847917309, 69450.51045353587], [14237649.079227174, 69450.51045353587], [14237649.079227174, 69204.97468993774], [14237649.103940105, 69204.97468993774], [14237649.103940105, 69196.32833016424], [14237741.845432388, 69196.32833016424], [14237741.845432388, 67641.1549931063], [14238205.985926678, 67641.1549931063], [14238205.985926678, 67565.70096438823], [14238187.741886659, 67565.70096438823], [14238187.741886659, 67522.71687431536], [14238170.116226396, 67522.71687431536], [14238170.116226396, 67420.66826095877], [14238126.516166722, 67420.66826095877], [14238126.516166722, 67293.88064759318], [14238082.91599572, 67293.88064759318], [14238082.91599572, 67213.78805551704], [14238056.632239424, 67213.78805551704], [14238056.632239424, 67136.78776682675], [14238030.65772868, 67136.78776682675], [14238030.65772868, 66957.42980138818], [14237961.39218117, 66957.42980138818], [14237961.39218117, 66767.86700592785], [14237893.054370273, 66767.86700592785], [14237893.054370273, 66423.37629829119], [14237760.707963504, 66423.37629829119], [14237760.707963504, 66273.0868546056], [14237697.00839053, 66273.0868546056], [14237697.00839053, 66072.39172477282], [14237624.650721518, 66072.39172477282], [14237624.650721518, 65799.95366064059], [14237528.173903704, 65799.95366064059], [14237528.173903704, 65416.80877307953], [14237366.451396512, 65416.80877307953], [14237366.451396512, 65314.45124881818], [14236589.379457138, 65314.45124881818], [14236589.379457138, 65217.0415947745], [14234514.817070253, 65217.0415947745], [14234514.817070253, 75235.16714193508], [14234214.872936204, 75235.16714193508], [14234214.563690651, 75235.54342799065], [14234214.563690651, 81978.26401875853], [14238415.315995224, 81978.26401875853], [14238415.315995224, 81978.54857488362], [14238415.637597235, 81978.54857488362], [14238415.637597235, 82100.39160223106], [14238566.537289582, 82100.39160223106], [14238566.537289582, 84806.30534749095], [14238415.315995224, 84806.30534749095], [14238411.926984645, 84806.30534749095], [14238411.926984645, 87169.2762774841], [14238415.315995224, 87169.2762774841], [14245376.198004633, 87169.2762774841], [14245376.198004633, 87169.32570794981], [14245376.235074025, 87169.32570794981], [14245376.235074025, 88884.69978458584], [14248997.173576914, 88884.69978458584], [14248997.173576914, 87142.3715183856], [14249566.139962142, 87142.3715183856], [14249566.139962142, 87082.99562279983], [14251923.936202988, 87082.99562279983], [14252450.860778775, 87082.99562279983], [14252450.860778775, 87082.04308446146], [14252450.860778775, 84519.94156639288], [14250657.380106142, 84519.94156639288], [14250657.380106142, 84369.05336340892], [14250657.380106142, 83525.40119357825], [14250654.894007947, 83525.40119357825], [14249760.63982548, 83525.40119357825], [14249760.63982548, 82593.63994699017], [14248880.288111571, 82593.63994699017], [14248880.288111571, 80775.8909454971], [14247949.533492588, 80775.8909454971], [14247949.533492588, 79007.91213224072], [14235792.517472647, 79007.91213224072]]]"
MEGA MAKMUR,CV,IUP,503/43/IUP-OP/DPMPTSP-C.I/2020,2361025122018397,Kalimantan Barat,KAB. MEMPAWAH,2020-12-07,2025-12-07,OPERASI PRODUKSI,11.4,CNC,-,KAB. MEMPAWAH,Non-Metallic Mineral,"[[[12148371.789417323, 25313.191031847276], [12148531.347317016, 25313.191031847276], [12148531.347317016, 25263.09686725982], [12148605.25110244, 25263.09686725982], [12148605.25110244, 25108.79449354624], [12148559.795569489, 25108.79449354624], [12148559.795569489, 25076.32602035979], [12148497.023844466, 25076.32602035979], [12148497.023844466, 24926.35280115378], [12148559.795569489, 24926.35280115378], [12148559.795569489, 24843.171684184057], [12148312.728193564, 24843.171684184057], [12148312.728193564, 24954.182886614934], [12148287.990553685, 24954.182886614934], [12148287.990553685, 25201.561420252758], [12148371.789417323, 25201.561420252758], [12148371.789417323, 25313.191031847276]]]"
MEGA MAS CORPORINDO,PT,IUP,12022200033320018,2232015122015086,Jawa Barat,KAB. BOGOR,2023-11-28,2028-11-28,OPERASI PRODUKSI,35.0,CNC,-,KAB. BOGOR,Non-Metallic Mineral,"[[[11857201.746311164, -724620.2722237963], [11857647.024274338, -724620.2722237963], [11857647.024274338, -724797.6670380322], [11857974.798281087, -724797.6670380322], [11857974.798281087, -724835.0133563562], [11858076.531939209, -724835.0133563562], [11858076.531939209, -725323.6304441813], [11857745.974833867, -725323.6304441813], [11857745.974833867, -725006.1844947354], [11857523.335852286, -725006.1844947354], [11857523.335852286, -724947.0525718603], [11857452.21516545, -724947.0525718603], [11857452.21516545, -724965.7258334408], [11857359.448848909, -724965.7258334408], [11857359.448848909, -725021.7455432852], [11857201.746311164, -725021.7455432852], [11857201.746311164, -724620.2722237963]]]"
MEGA MULTI CEMERLANG,PT,IUP,545/DPMPTSP/1210/IUP-OP/2018,3111153032014011,Aceh,KAB. NAGAN RAYA,2018-05-04,2028-05-03,OPERASI PRODUKSI,7943.0,CNC-17,-,KAB. NAGAN RAYA,Coal,"[[[10713061.874965895, 461394.767658062], [10713454.89510731, 461394.767658062], [10713454.89510731, 461228.2816452369], [10713574.254091725, 461228.2816452369], [10713574.254091725, 461315.09001901746], [10713740.306036558, 461315.09001901746], [10713740.306036558, 461219.91084466135], [10714232.894783322, 461219.91084466135], [10714232.894783322, 461341.4425580042], [10714399.564551324, 461341.4425580042], [10714399.564551324, 461497.07773695316], [10714594.06419203, 461497.07773695316], [10714594.373548895, 461130.00224632904], [10714730.121100068, 461129.0721955764], [10714730.121100068, 460989.86916649074], [10714878.856184913, 460989.86916649074], [10714878.856630186, 460873.2983415887], [10715287.955313576, 460873.2983415887], [10715287.955313576, 461679.6859420524], [10715207.248682752, 461679.6859420524], [10715207.248682752, 461895.15797358373], [10715348.563210338, 461895.15797358373], [10715348.563210338, 461988.167587568], [10715402.98619619, 461988.167587568], [10715402.98619619, 462048.00383593474], [10715892.482487496, 462048.00383593474], [10715892.482487496, 461416.1597850858], [10715892.482487496, 461410.88929452654], [10719655.081276307, 461410.88929452654], [10719655.081276307, 464667.5078382842], [10720125.40612491, 464667.5078382842], [10720125.40612491, 466979.2098433721], [10720267.647721222, 466979.2098433721], [10720267.647721222, 467961.1436052114], [10729674.454384072, 467961.1436052114], [10729674.454384072, 467044.01024939126], [10732073.079942482, 467044.01024939126], [10732073.079942482, 460830.2044140635], [10723778.849473834, 460830.2044140635], [10723778.849473834, 465049.4801167099], [10723007.962000087, 465049.4801167099], [10723007.962000087, 467372.354067766], [10720498.945355436, 467372.354067766], [10720498.945355436, 464465.9808641075], [10720198.382730294, 464465.9808641075], [10720198.382730294, 460460.6515014928], [10716493.298492234, 460460.6515014928], [10716493.298269598, 458537.8850410707], [10711141.923217896, 458537.8850410707], [10711141.923217896, 459986.93160199485], [10711794.379109899, 459986.93160199485], [10711794.379109899, 460302.2279090871], [10712805.531114163, 460302.2279090871], [10712805.531114163, 461084.73803911114], [10713061.874965895, 461084.73803911114], [10713061.874965895, 461394.767658062]]]"
MEGA MULTI ENERGI,PT,IUP,188.45/439/2009,3362053032014104,Kalimantan Tengah,KAB. BARITO UTARA,2009-12-16,2029-02-16,OPERASI PRODUKSI,5000.0,CNC-8,-,KAB. BARITO UTARA,Coal,"[[[12814823.373826016, -117624.7257415037], [12814823.373826016, -118534.91853658196], [12815081.523725161, -118534.91853658196], [12815081.523725161, -119505.68217314605], [12815433.404635567, -119505.68217314605], [12815433.404635567, -125704.54016912963], [12809164.33619205, -125704.54016912963], [12809164.33619205, -124314.67204769271], [12811018.028352741, -124314.67204769271], [12811018.028352741, -121531.16789603127], [12809162.777719181, -121531.16789603127], [12809162.777719181, -120603.26412172202], [12807307.41576612, -120603.26412172202], [12807307.41576612, -117624.7257415037], [12814823.373826016, -117624.7257415037]]]"
MEGA SARANA SEJAHTERA,PT,IUP,503/7339/IUP-OP/DPMPTSP/XII/2020,3364012132014067,Kalimantan Timur,KAB. PASER,2020-12-08,2030-12-08,OPERASI PRODUKSI,662.02,I.T,-,KAB. PASER,Non-Metallic Mineral,"[[[12878273.591146834, -183702.5529592005], [12879665.084781758, -183702.5529592005], [12879665.084781758, -187414.736036664], [12877809.722828696, -187414.736036664], [12877809.722828696, -184166.6141781873], [12878273.591146834, -184166.6141781873], [12878273.591146834, -183702.5529592005]]]"
MEGA TAMBANG INDONESIA,PT,IUP,223/BKPMD-PTSP/IX/2015,3474052122014023,Sulawesi Tenggara,KAB. KONAWE SELATAN,2015-09-17,2031-02-07,OPERASI PRODUKSI,1758.0,CNC-1,-,KAB. KONAWE SELATAN,Nickel,"[[[13624615.740559481, -493809.9058902371], [13624615.636698406, -496335.7877408467], [13622365.390781708, -496335.7877408467], [13622367.090185052, -495552.89821473183], [13621408.447918551, -495554.12464045634], [13620939.403800685, -495552.7844376149], [13620939.850859765, -496289.2269022356], [13620814.781074142, -496289.2269022356], [13620814.781074142, -496333.9024171715], [13620814.781074142, -496444.3181434066], [13617821.511286205, -496444.3181434066], [13617821.511286205, -496333.4567952137], [13617821.511286205, -494695.0086277728], [13616244.067458807, -494695.0559692704], [13616249.457437228, -493809.9058902371], [13624615.740559481, -493809.9058902371]]]"
MEGA TAMBANG NIKEL,PT,IUP,839/DPMPTSP/XII/2019,3474052122014030,Sulawesi Tenggara,KAB. KONAWE SELATAN,2016-11-22,2031-11-21,OPERASI PRODUKSI,2466.0,CNC-20,-,KAB. KONAWE SELATAN,Nickel,"[[[13614139.285169752, -486090.35528931813], [13616826.20371903, -486090.35528931813], [13616826.20371903, -487664.2005126709], [13620470.581208616, -487664.2005126709], [13620470.581208616, -488959.6278741976], [13616744.829171248, -488959.6278741976], [13616744.829171248, -493732.9991373971], [13614139.285169752, -493732.9991373971], [13614139.285169752, -486090.35528931813]]]"
MEGAH BANGUN KUARSA,PT,IUP,07062300096710005,1300006112024005,Kalimantan Barat,KAB. KETAPANG,2025-03-25,2032-03-25,EKSPLORASI,5729.0,CNC,-,"KAB. KETAPANG, KAB. SUKAMARA",Non-Metallic Mineral,"[[[12364435.932632074, -305033.5331780015], [12371534.003446097, -305033.5331780015], [12371534.003446097, -304001.973014136], [12372960.686396565, -304001.973014136], [12372960.686396565, -310389.77550030645], [12368152.024586663, -310389.77550030645], [12368152.024586663, -311540.39174272463], [12363263.862069976, -311540.39174272463], [12363263.862069976, -306296.3554599152], [12364435.932632074, -306296.3554599152], [12364435.932632074, -305033.5331780015]]]"
MEGAH MINERAL ALAM INDONESIA,PT,IUP,20072300392950005,2362026112023100,Kalimantan Tengah,KAB. KOTAWARINGIN TIMUR,2024-05-30,2039-05-29,OPERASI PRODUKSI,5000.0,CNC,-,KAB. KOTAWARINGIN TIMUR,Non-Metallic Mineral,"[[[12517971.794192284, -235531.18774225443], [12522387.498199692, -235531.18774225443], [12522387.498199692, -236833.62156056092], [12520847.856912881, -236833.62156056092], [12520847.856912881, -238605.60451622054], [12522416.56494325, -238605.60451622054], [12522416.56494325, -240211.52931614505], [12524204.912562849, -240211.52931614505], [12524204.912562849, -241592.41162502597], [12523969.348163871, -241592.41162502597], [12523969.348163871, -242149.09987133913], [12525211.11708366, -242149.09987133913], [12525211.11708366, -241870.8173447225], [12525981.788152315, -241870.8173447225], [12525981.788152315, -242898.48127003748], [12526709.8176221, -242898.48127003748], [12526709.8176221, -243883.262153556], [12524420.965215448, -243883.262153556], [12524420.965215448, -245403.33410754343], [12522300.328915823, -245403.33410754343], [12522300.328915823, -244154.18318830544], [12521167.34385146, -244154.18318830544], [12521167.34385146, -242556.35916386743], [12519976.318029111, -242556.35916386743], [12519976.318029111, -244154.18318830544], [12517797.45551324, -244154.18318830544], [12517797.45551324, -243456.93776588092], [12516867.84492466, -243456.93776588092], [12516867.84492466, -242353.05429185106], [12517507.035318231, -242353.05429185106], [12517507.035318231, -238925.222547767], [12517971.794192284, -238925.222547767], [12517971.794192284, -235531.18774225443]]]"
